date,n,앵커,핵심,위성,최대단일,직전이벤트,이벤트,구조성분,드리프트성분
2024-07-16,4,0.5478546488585578,0.2684506752548452,0.18369467588659705,0.2978441796968336,2024-07-02,,0.12899253165148628,0.018862117207071538
2024-07-17,4,0.5541204525407555,0.26561783041110437,0.18026171704814015,0.3072421125393562,2024-07-02,,0.12899253165148628,0.025127920889269184
2024-07-18,4,0.5608909906793562,0.26282386900354765,0.1762851403170961,0.316423651527384,2024-07-02,,0.12899253165148628,0.03189845902786992
2024-07-19,4,0.5556740372663981,0.2620029917461519,0.18232297098745012,0.3114328979020318,2024-07-02,,0.12899253165148628,0.026681505614911782
2024-07-22,4,0.5572675250234582,0.2578412066284503,0.18489126834809158,0.3130103858333987,2024-07-02,,0.12899253165148628,0.028274993371971924
2024-07-23,4,0.5601191914497214,0.25776891431234883,0.18211189423792978,0.3160983631928771,2024-07-02,,0.12899253165148628,0.031126659798235146
2024-07-24,4,0.5622659567560648,0.2563918737685922,0.181342169475343,0.31178964999106834,2024-07-02,,0.12899253165148628,0.033273425104578536
2024-07-25,4,0.561437655899393,0.25473525313788026,0.1838270909627267,0.32143898079811906,2024-07-02,,0.12899253165148628,0.03244512424790669
2024-07-26,4,0.5625141935795814,0.2570347450236539,0.18045106139676462,0.32161062959298803,2024-07-02,,0.12899253165148628,0.03352166192809514
2024-07-29,4,0.5600076849912693,0.25302003771324605,0.1869722772954846,0.3179925532440023,2024-07-02,,0.12899253165148628,0.031015153339782997
2024-07-30,4,0.5710975258558386,0.24567274957052707,0.18322972457363423,0.32881846346750554,2024-07-02,,0.12899253165148628,0.04210499420435232
2024-07-31,4,0.5709321690064855,0.24227676107377558,0.1867910699197391,0.32948270438443095,2024-07-02,,0.12899253165148628,0.04193963735499917
2024-08-01,4,0.5719131999302214,0.23745636818644963,0.19063043188332893,0.3296470384551595,2024-07-02,,0.12899253165148628,0.042920668278735086
2024-08-02,4,0.5200707344175122,0.270996098077552,0.2089331675049359,0.270996098077552,2024-08-02,cap,0.12007073441751215,0.0
2024-08-05,4,0.5295815315666456,0.27284358908669615,0.1975748793466582,0.27563965957444225,2024-08-02,,0.12007073441751215,0.009510797149133388
2024-08-06,4,0.5250006016669682,0.27467528610264286,0.20032411223038896,0.2774779021876174,2024-08-02,,0.12007073441751215,0.004929867249455988
2024-08-07,4,0.5313578409736914,0.27003090851726363,0.19861125050904474,0.2813334680365689,2024-08-02,,0.12007073441751215,0.01128710655617926
2024-08-08,4,0.529787193746909,0.26891093297666957,0.2013018732764215,0.2781361458383104,2024-08-02,,0.12007073441751215,0.009716459329396798
2024-08-09,4,0.5303376967739356,0.2691592949704754,0.200503008255589,0.28249852010090126,2024-08-02,,0.12007073441751215,0.010266962356423437
2024-08-12,4,0.5261314034474485,0.2749788559902104,0.1988897405623411,0.282995071464987,2024-08-02,,0.12007073441751215,0.006060669029936294
2024-08-13,4,0.5329146122078957,0.2710535908113015,0.19603179698080275,0.2892103599919081,2024-08-02,,0.12007073441751215,0.01284387779038354
2024-08-14,4,0.5266378529530834,0.2746535285357255,0.19870861851119093,0.2873317111954451,2024-08-02,,0.12007073441751215,0.006567118535571237
2024-08-16,4,0.5281797639577749,0.2811953744698364,0.1906248615723889,0.2919898459004316,2024-08-02,,0.12007073441751215,0.008109029540262713
2024-08-19,4,0.5281969431667894,0.28256916583513714,0.18923389099807336,0.29128126302288493,2024-08-02,,0.12007073441751215,0.008126208749277275
2024-08-20,4,0.5293685609310697,0.278995269215946,0.1916361698529842,0.2947837824416658,2024-08-02,,0.12007073441751215,0.009297826513557483
2024-08-21,4,0.5252785502607685,0.2818249141106436,0.19289653562858797,0.28879754001167357,2024-08-02,,0.12007073441751215,0.005207815843256358
2024-08-22,4,0.5293078293028644,0.27583814739815504,0.19485402329898063,0.28998808438125445,2024-08-02,,0.12007073441751215,0.009237094885352182
