band_pp,date,one_way_turnover,deviation_at_trigger
5.0,2026-01-09,0.1301303115715018,-0.14000000000000012
5.0,2026-01-15,0.13980493393426977,-0.14000000000000012
5.0,2026-01-21,0.1229553251135371,-0.14000000000000012
5.0,2026-01-27,0.1456115877704985,-0.14000000000000012
5.0,2026-02-02,0.13301001441165405,-0.14000000000000012
5.0,2026-02-06,0.14333483304016148,-0.14000000000000012
5.0,2026-02-12,0.1364996587159864,-0.14000000000000012
5.0,2026-02-23,0.12682927150896997,-0.14000000000000012
5.0,2026-02-27,0.19582822841556224,-0.14
5.0,2026-03-06,0.18715380874520327,-0.14000000000000012
5.0,2026-03-12,0.1316993479468853,-0.14000000000000012
5.0,2026-03-18,0.12044530105886189,-0.14
5.0,2026-03-24,0.13361032367142986,-0.14000000000000012
5.0,2026-03-30,0.13357814488112332,-0.14000000000000018
5.0,2026-04-06,0.12048178872489755,-0.14000000000000012
5.0,2026-04-10,0.15029600527989523,-0.14000000000000012
5.0,2026-04-16,0.136493960334306,-0.14000000000000012
5.0,2026-04-22,0.13860184819910604,-0.14000000000000012
5.0,2026-04-28,0.15866147461838317,-0.14000000000000012
5.0,2026-05-06,0.10791637048431538,-0.14000000000000012
5.0,2026-05-12,0.11069871988200702,-0.14000000000000024
5.0,2026-05-18,0.10886925649249579,-0.14000000000000012
5.0,2026-05-22,0.14645454339852598,-0.14000000000000012
5.0,2026-05-29,0.1043136233847364,-0.14000000000000012
5.0,2026-06-05,0.18243875672449256,-0.14000000000000012
5.0,2026-06-11,0.16477333450675657,-0.14000000000000012
5.0,2026-06-23,0.06662582618557364,0.061959473558750755
10.0,2020-06-19,0.19209969980127703,-0.18333333333333346
10.0,2020-06-25,0.1777397910355849,-0.18333333333333346
10.0,2020-07-01,0.1809693925667209,-0.18333333333333346
10.0,2020-07-07,0.1856610065492059,-0.18333333333333346
10.0,2020-07-13,0.19258112891694437,-0.18333333333333346
10.0,2020-07-17,0.1999963968077811,-0.18333333333333346
