date,기준선,band_3,band_5,band_10
2025-04-07,-0.12456169823244767,-0.16075933801560227,-0.16075933801560227,-0.16075933801560227
2025-04-08,-0.12348936292697632,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-04-09,-0.12368378219307707,0.00012616765266282304,0.00012616765266282304,0.00012616765266282304
2025-04-10,-0.12762969331232055,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-04-11,-0.1442870459125326,-0.18667661465734875,-0.18667661465734875,-0.18667661465734875
2025-04-14,-0.14740543660581884,0.0,0.0,0.0
2025-04-15,-0.15271490738724403,-0.004191214773845764,-0.004191214773845764,-0.004191214773845764
2025-04-16,-0.15138543258470583,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-04-17,-0.1559267427879668,-0.17511957533945294,-0.17511957533945294,-0.17511957533945294
2025-04-18,-0.16269872842369681,0.0,0.0,0.0
2025-04-21,-0.1693744539943639,-0.005833921207357373,-0.005833921207357373,-0.005833921207357373
2025-04-22,-0.16864362657301502,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-04-23,-0.1799300399456329,-0.18297661685137256,-0.18297661685137256,-0.18297661685137256
2025-04-24,-0.1764366162570461,0.0,0.0,0.0
2025-04-25,-0.17515712422394802,0.0014055588046587575,0.0014055588046587575,0.0014055588046587575
2025-04-28,-0.15833622879499287,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-04-29,-0.16028233577710937,-0.17227185782900528,-0.17227185782900528,-0.17227185782900528
2025-04-30,-0.16292891883645177,0.0,0.0,0.0
2025-05-02,-0.15903413667815347,0.0027950254816605513,0.0027950254816605513,0.0027950254816605513
2025-05-07,-0.15919734662503637,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-05-08,-0.1683497477952317,-0.1783889059085066,-0.1783889059085066,-0.1783889059085066
2025-05-09,-0.1616297314043057,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-05-12,-0.16371340330583473,-0.002208793446674906,-0.002208793446674906,-0.002208793446674906
2025-05-13,-0.15846680453926443,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-05-14,-0.16422269732823913,-0.17578129000123421,-0.17578129000123421,-0.17578129000123421
2025-05-15,-0.16297076397699983,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-05-16,-0.1762307693159686,-0.013399009140154905,-0.013399009140154905,-0.013399009140154905
2025-05-19,-0.1704149762767112,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-05-20,-0.17118411029673636,-0.17062676838446444,-0.17062676838446444,-0.17062676838446444
2025-05-21,-0.17709027102076325,0.0,0.0,0.0
2025-05-22,-0.1671591294998116,0.00833590787877092,0.00833590787877092,0.00833590787877092
2025-05-23,-0.16006521813061336,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-05-26,-0.1780587408813894,-0.18775231050497476,-0.18775231050497476,-0.18775231050497476
2025-05-27,-0.1785105907165513,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-05-28,-0.16896358555156177,0.008004204443294638,0.008004204443294638,0.008004204443294638
2025-05-29,-0.16390430683156287,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-05-30,-0.15851582973506162,-0.16399588149798616,-0.16399588149798616,-0.16399588149798616
2025-06-02,-0.153489391808192,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-06-04,-0.15104061510115085,0.0015585092096126463,0.0015585092096126463,0.0015585092096126463
2025-06-05,-0.1640481976633742,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-06-09,-0.1602692505504857,-0.16657887855248543,-0.16657887855248543,-0.16657887855248543
2025-06-10,-0.1608806266742262,0.0,0.0,0.0
2025-06-11,-0.1599541079721205,0.00013515280627840465,0.00013515280627840465,0.00013515280627840465
2025-06-12,-0.16038603245992766,-0.17000000000000004,-0.17000000000000004,-0.17000000000000004
2025-06-13,-0.16142021582332156,-0.17129737430269942,-0.17129737430269942,-0.17129737430269942
2025-06-16,0.0,0.0,0.0,0.0
2025-06-17,0.0029048833875440216,0.0029048833875440216,0.0029048833875440216,0.0029048833875440216
2025-06-18,-0.1047104069427609,-0.1047104069427609,-0.1047104069427609,-0.1047104069427609
2025-06-19,-0.11172098092105287,-0.11172098092105287,-0.11172098092105287,-0.11172098092105287
2025-06-20,-0.10655561263991953,0.0,0.0,0.0
2025-06-23,-0.09994224664185958,0.006104983946995213,0.006104983946995213,0.006104983946995213
2025-06-24,-0.09030419019524882,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-06-25,-0.09272909333105028,-0.14259566255214118,-0.14259566255214118,-0.14259566255214118
2025-06-26,-0.10021434546908203,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
2025-06-27,-0.09962498594383074,0.0011402109548084294,0.0011402109548084294,0.0011402109548084294
2025-06-30,-0.09705264559905225,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-01,-0.08905461217053134,-0.1314304006479714,-0.1314304006479714,-0.1314304006479714
2025-07-02,-0.13830033853227242,0.0,0.0,0.0
2025-07-03,-0.13830308198371344,7.988040108686256e-05,7.988040108686256e-05,7.988040108686256e-05
2025-07-04,-0.13684057812618022,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-07,-0.13740772245224897,-0.14033762607689654,-0.14033762607689654,-0.14033762607689654
2025-07-08,-0.13687726212789963,0.0,0.0,0.0
2025-07-09,-0.13599723901907312,0.0008553162462769937,0.0008553162462769937,0.0008553162462769937
2025-07-10,-0.1306417548421871,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-11,-0.12566271486466296,-0.13506194816344175,-0.13506194816344175,-0.13506194816344175
2025-07-14,-0.11114880925795023,0.0,0.0,0.0
2025-07-15,-0.11565761382619988,-0.004182113500649454,-0.004182113500649454,-0.004182113500649454
2025-07-16,-0.11223160984193048,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-17,-0.11439739666439308,-0.14240098511765464,-0.14240098511765464,-0.14240098511765464
2025-07-18,-0.1119507573074503,0.0,0.0,0.0
2025-07-21,-0.11022067246133926,0.001668346915384089,0.001668346915384089,0.001668346915384089
2025-07-22,-0.1084200226891896,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-23,-0.10631435313038873,-0.13794207956794657,-0.13794207956794657,-0.13794207956794657
2025-07-24,-0.10175242003884488,0.0,0.0,0.0
2025-07-25,-0.10467896038166735,-0.0026520540024739248,-0.0026520540024739248,-0.0026520540024739248
2025-07-28,-0.10055835342534736,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-07-29,-0.09767087698436971,-0.13709823079301686,-0.13709823079301686,-0.13709823079301686
2025-07-30,-0.0961634314424924,0.0,0.0,0.0
2025-07-31,-0.10406756592861521,-0.0062676108752943716,-0.0062676108752943716,-0.0062676108752943716
2025-08-01,-0.10182533447931097,-0.004481046068876227,-0.004481046068876227,-0.004481046068876227
2025-08-04,-0.10167945500835329,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-08-05,-0.1056062732547387,-0.143841579700893,-0.143841579700893,-0.143841579700893
2025-08-06,-0.11052846194980714,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
2025-08-07,-0.10646493611210239,0.0034662296885301647,0.0034662296885301647,0.0034662296885301647
2025-08-08,-0.10577924544702566,-0.14000000000000012,-0.14000000000000012,-0.14000000000000012
2025-08-11,-0.10882548573706485,-0.14214450552314406,-0.14214450552314406,-0.14214450552314406
2025-08-12,-0.10643308212615421,0.0,0.0,0.0
2025-08-13,-0.10517706380151459,0.0014723266122209644,0.0014723266122209644,0.0014723266122209644
2025-08-14,-0.10753864675474756,-0.14,-0.14,-0.14
2025-08-18,-0.10428729707754525,-0.13692954679980263,-0.13692954679980263,-0.13692954679980263
2025-08-19,-0.10632218009299554,0.0,0.0,0.0
2025-08-20,-0.10095005180502725,0.004578580232418972,0.004578580232418972,0.004578580232418972
