ticker,listed,close,market_cap,mcap_rank,adv60,listed_days,asof,market_cap_source,source_file,source_sha256
042700,True,26550.0,2584358468100.0,123.0,106450178577.36667,6522.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
061970,True,8270.0,362098575840.0,553.0,3211651682.8333335,4503.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
064290,True,20050.0,256238238100.0,791.0,2644184255.6666665,4529.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
067310,True,16950.0,812275425300.0,305.0,41650584518.333336,6441.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
086390,True,14640.0,309403604640.0,653.0,2942629618.1666665,6021.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
089030,True,7220.0,269693316900.0,742.0,2464113301.5,4220.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
095340,True,51000.0,887373021000.0,286.0,15296637431.666666,5721.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
102710,True,22550.0,322190701800.0,633.0,2217261422.8333335,5116.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
104830,True,27450.0,346089600000.0,577.0,1998212255.4166667,4172.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
112290,True,11830.0,119607747350.0,1411.0,3164916247.0,321.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
131290,True,43250.0,478406804250.0,450.0,5434516237.5,4529.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
166090,True,46100.0,910598271400.0,277.0,9340319260.833334,2224.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
195870,True,50700.0,861900000000.0,295.0,9535068160.833334,2532.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
222800,True,31250.0,995441968750.0,251.0,18086946860.833332,2854.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
253590,True,3220.0,123823895720.0,1369.0,582298132.25,1883.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
281820,True,19690.0,410764037640.0,497.0,805673183.3333334,2003.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
322310,True,17390.0,162884165380.0,1126.0,1557783299.0,826.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
348210,True,75000.0,746750550000.0,323.0,7611603005.0,965.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
353200,True,25400.0,1255189895000.0,209.0,17811785216.0,1105.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
357780,True,230500.0,1792959463000.0,161.0,5901857645.833333,1028.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
394280,True,22150.0,471158409000.0,456.0,34364895125.0,247.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
403870,True,27300.0,2215640700000.0,136.0,52786076090.23333,320.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
425040,True,48100.0,511116083400.0,432.0,10088502414.166666,132.0,2023-05-31,KRX all-stock screen download,krx_all_20230531.csv,90d43f3e4f66e564ab9202ff4c11a953c29b113381f31dcb3633bb4df5086a90
