ticker,name,disclosed_at,fiscal_year,sector,hbm_massproduction,hbm_exposure,mem_ratio,process_confirmed,committee_ok,free_float,source,admin_issue,reviewer,judgment_status,audit_opinion
086390,유니테스트,2022-03-18,2021,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7559,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220318000590,False,노민수,FINAL,적정
086390,유니테스트,2023-03-17,2022,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7571,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230317000305,False,노민수,FINAL,적정
086390,유니테스트,2024-03-15,2023,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.759,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240315000507,False,노민수,FINAL,적정
086390,유니테스트,2025-03-20,2024,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7611,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250320001517,False,노민수,FINAL,적정
086390,유니테스트,2026-03-19,2025,특수 목적용 기계 제조업,False,0.0,0.55,False,False,0.7642,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260319001022,False,노민수,FINAL,적정
089030,테크윙,2020-03-30,2019,특수 목적용 기계 제조업,False,0.0,0.8,False,False,0.7526,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200330004520,False,노민수,FINAL,적정
089030,테크윙,2021-03-19,2020,특수 목적용 기계 제조업,False,0.0,0.8,False,False,0.7526,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20210319000891,False,노민수,FINAL,적정
089030,테크윙,2022-03-18,2021,특수 목적용 기계 제조업,False,0.0,0.8,False,False,0.8408,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20220318000951,False,노민수,FINAL,적정
089030,테크윙,2023-03-20,2022,특수 목적용 기계 제조업,False,0.0,0.8,False,False,0.8235,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20230320000810,False,노민수,FINAL,적정
089030,테크윙,2024-03-18,2023,특수 목적용 기계 제조업,False,0.1,0.8,False,False,0.8235,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20240318000386,False,노민수,FINAL,적정
089030,테크윙,2025-03-17,2024,특수 목적용 기계 제조업,False,0.2,0.8,True,True,0.821,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250317000416,False,노민수,FINAL,적정
089030,테크윙,2026-03-16,2025,특수 목적용 기계 제조업,False,0.3,0.8,True,True,0.7232,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20260316000733,False,노민수,FINAL,적정
095340,ISC,2020-03-27,2019,기계장비 및 관련 물품 도매업,False,0.0,0.7,False,False,0.5785,https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20200327001460,False,노민수,FINAL,적정
